,statNm,statId,chgerId,chgerType,addr,location,lat,lng,useTime,busiId,bnm,busiNm,busiCall,stat,statUpdDt,lastTsdt,lastTedt,nowTsdt,output,method,zcode,zprov,zscode,kind,kindDetail,parkingFree,limitYn,delYn,statUpdDt_rev,lastTsdt_rev,lastTedt_rev
80,이마트 하남점,ME000138,1,3,경기도 하남시 덕풍서로 70,경기도 하남시,37.552817,127.205407,10:00~24:00,ME,환경부,환경부,1661-9408,9,2.02E+13,2.02E+13,2.02E+13,,50,단독,41,KR-41,41450,E0,E001,N,N,N,1/17/2022 13:53,5/3/2021 12:21,5/3/2021 13:02
81,이마트 보라점,ME000140,1,3,경기도 용인시 기흥구 한보라1로 92,경기도 용인시,37.247521,127.105052,10:00~24:00,ME,환경부,환경부,1661-9408,9,2.02E+13,2.02E+13,2.02E+13,,50,단독,41,KR-41,41460,E0,E001,N,N,N,11/24/2021 16:23,11/5/2021 11:15,11/5/2021 11:40
82,이마트 죽전점,ME000141,1,3,경기도 용인시 수지구 포은대로 552,경기도 용인시,37.32554335,127.1102209,10:00~24:00,ME,환경부,환경부,1661-9408,9,2.02E+13,2.02E+13,2.02E+13,,50,단독,41,KR-41,41460,E0,E001,N,N,N,10/7/2021 15:43,8/4/2021 17:22,8/4/2021 17:50
83,홈플러스 파주문산점,ME000143,1,6,경기도 파주시 문산읍 방촌로 1759,경기도 파주시,37.869915,126.785434,10:00~22:00,ME,환경부,환경부,1661-9408,9,2.02E+13,2.02E+13,2.02E+13,,50,단독,41,KR-41,41480,E0,E001,N,N,N,11/24/2021 16:23,10/15/2021 11:09,10/15/2021 11:31
84,이마트 이천점,ME000145,1,3,경기도 이천시 이섭대천로 1440-50,경기도 이천시,37.293832,127.459068,10:00~24:00,ME,환경부,환경부,1661-9408,9,2.02E+13,2.02E+13,2.02E+13,,50,단독,41,KR-41,41500,E0,E001,N,N,N,11/24/2021 16:28,10/31/2021 18:16,10/31/2021 18:50
85,홈플러스 풍무점,ME000153,1,3,경기도 김포시 풍무로 167,경기도 김포시,37.609884,126.724018,09:00~24:00,ME,환경부,환경부,1661-9408,9,2.02E+13,2.02E+13,2.02E+13,,50,단독,41,KR-41,41570,E0,E001,N,N,N,11/24/2021 16:28,10/23/2021 10:58,10/23/2021 11:38
86,홈플러스 병점점,ME000154,1,3,경기도 화성시 경기대로 985,경기도 화성시,37.203717,127.03676,10:00~24:00,ME,환경부,환경부,1661-9408,9,2.02E+13,2.02E+13,2.02E+13,,50,단독,41,KR-41,41590,E0,E001,N,N,N,8/3/2021 11:18,5/27/2021 17:21,5/27/2021 17:58
87,송산포도휴게소(평택방향),ME000158,1,6,경기도 화성시 송산면 평택시흥고속도로 25,경기도 화성시,37.2380223,126.7566458,,ME,환경부,환경부,1661-9408,9,2.02E+13,2.02E+13,2.02E+13,,50,단독,41,KR-41,41590,C0,C001,N,N,N,8/11/2022 12:43,8/11/2022 9:29,8/11/2022 10:09
88,송산포도휴게소(시흥방향),ME000159,1,6,경기도 화성시 송산면 평택시흥고속도로 25,경기도 화성시,37.2363191,126.7571394,,ME,환경부,환경부,1661-9408,9,2.02E+13,2.02E+13,2.02E+13,,50,단독,41,KR-41,41590,C0,C001,N,N,N,8/11/2022 12:48,8/11/2022 11:43,8/11/2022 12:11
89,경안동 공영주차장,ME000160,1,6,경기도 광주시 경안로 13-6,경기도 광주시,37.40939,127.258993,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02E+13,2.02E+13,2.02E+13,,50,단독,41,KR-41,41610,B0,B001,Y,N,N,9/13/2021 14:28,9/13/2021 10:07,9/13/2021 10:47
90,연천군청,ME000164,1,6,경기도 연천군 연천읍 연천로 220,경기도 연천군,38.0962527,127.0750094,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02E+13,2.02E+13,2.02E+13,,50,단독,41,KR-41,41800,A0,A001,N,N,N,8/11/2022 12:43,8/10/2022 13:22,8/10/2022 14:02
91,춘천휴게소(부산방향),ME000172,1,6,강원도 춘천시 동산면 원창리,강원도 춘천시,37.8135838,127.7664419,,ME,환경부,환경부,1661-9408,9,2.02E+13,2.02E+13,2.02E+13,,50,단독,42,KR-42,42110,C0,C001,N,N,N,8/11/2022 12:53,8/11/2022 9:13,8/11/2022 9:53
92,치악휴게소(부산방향),ME000175,1,6,강원도 원주시 신림면 치악로 416,강원도 원주시,37.2534111,128.0492506,,ME,환경부,환경부,1661-9408,9,2.02E+13,2.02E+13,2.02E+13,,50,단독,42,KR-42,42130,C0,C001,N,N,N,8/11/2022 12:43,8/11/2022 9:26,8/11/2022 10:06
93,치악휴게소(춘천방향),ME000176,1,6,강원도 원주시 신림면 다리실2길 32 ,강원도 원주시,37.2570717,128.0476759,,ME,환경부,환경부,1661-9408,9,2.02E+13,2.02E+13,2.02E+13,,50,단독,42,KR-42,42130,C0,C001,N,N,N,8/11/2022 12:43,8/11/2022 11:23,8/11/2022 11:54
94,강릉시청,ME000177,1,6,강원도 강릉시 강릉대로 33 ,강원도 강릉시,37.751978,128.875723,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02E+13,2.02E+13,2.02E+13,,50,단독,42,KR-42,42150,A0,A001,N,N,N,8/3/2021 11:18,8/13/2018 23:33,8/14/2018 8:52
95,정동진해변 주차장,ME000179,1,6,강원도 강릉시 강동면 정동역길 17,강원도 강릉시,37.6901388,129.0343716,,ME,환경부,환경부,1661-9408,9,2.02E+13,2.02E+13,2.02E+13,,50,단독,42,KR-42,42150,B0,B004,N,N,N,8/11/2022 12:48,8/11/2022 11:31,8/11/2022 12:12
96,동해문화예술회관,ME000180,1,6,강원도 동해시 평원로 15,강원도 동해시,37.526056,129.11433,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02E+13,2.02E+13,2.02E+13,2.02E+13,50,단독,42,KR-42,42170,A0,A004,N,N,N,8/11/2022 12:48,8/11/2022 11:06,8/11/2022 11:13
97,삼척시청,ME000181,1,6,강원도 삼척시 중앙로 296,강원도 삼척시,37.448883,129.164245,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02E+13,2.02E+13,2.02E+13,,50,단독,42,KR-42,42230,A0,A001,N,N,N,8/2/2022 0:23,8/1/2022 9:48,8/1/2022 10:28
98,홍천강휴게소(춘천방향),ME000182,1,6,강원도 홍천군 북방면 소매곡리,강원도 홍천군,37.7131398,127.8269364,,ME,환경부,환경부,1661-9408,9,2.02E+13,2.02E+13,2.02E+13,,50,단독,42,KR-42,42720,C0,C001,N,N,N,8/11/2022 12:43,8/11/2022 9:45,8/11/2022 10:09
99,홍천군청,ME000183,1,6,강원도 홍천군 홍천읍 석화로 93,강원도 홍천군,37.696355,127.8892,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02E+13,2.02E+13,2.02E+13,,50,단독,42,KR-42,42720,A0,A001,N,N,N,8/11/2022 12:48,8/10/2022 18:10,8/10/2022 18:51
